state,year,fips,vmt,fatalityrate,sb_useage,speed65,speed70,drinkage21,ba08,income,age,primary,secondary
CO,1997,8,37746,0.0162401,0.59,1,0,1,0,27015,35.31959,0,1
CT,1983,9,20630,0.0212312,,0,0,0,0,15620,36.03425,0,0
CT,1984,9,21076,0.0222528,,0,0,0,0,17360,36.19124,0,0
CT,1985,9,22152,0.0202239,,0,0,1,0,18531,36.30098,0,0
CT,1986,9,24053,0.0189166,,0,0,1,0,19815,36.35538,1,0
CT,1987,9,26775,0.0167694,,0,0,1,0,21588,36.45135,1,0
CT,1988,9,26062,0.0185711,,0,0,1,0,23699,36.50171,1,0
CT,1989,9,26183,0.0155062,,0,0,1,0,25407,36.57438,1,0
CT,1990,9,26303,0.0146371,0.59,0,0,1,0,26453,36.7701,1,0
CT,1991,9,26628,0.0116419,0.61,1,0,1,0,26721,36.82064,1,0
CT,1992,9,26459,0.0111871,0.71,0,0,1,0,28345,36.9771,1,0
CT,1993,9,27001,0.0126662,0.71,0,0,1,0,29232,37.06562,1,0
CT,1994,9,27138,0.0114231,0.72,0,0,1,0,30310,37.16059,1,0
CT,1995,9,28045,0.0113033,0.72,0,0,1,0,32073,37.27996,1,0
CT,1996,9,28135,0.0110183,0.62,0,0,1,0,33979,37.42757,1,0
CT,1997,9,28552,0.0118731,0.64,0,0,1,0,35863,37.54728,1,0
DC,1983,11,3099,0.0212972,,0,0,0,0,15267,35.72385,0,0
DC,1984,11,3214,0.0199129,,0,0,0,0,16620,35.83573,0,0
DC,1985,11,3223,0.0186162,,0,0,0,0,17531,35.88743,0,0
DC,1986,11,3287,0.0133861,,0,0,1,0,18335,35.89141,0,1
DC,1987,11,3368,0.0157363,,1,0,1,0,19566,35.97664,0,1
DC,1988,11,3405,0.0179148,,1,0,1,0,21782,36.04154,0,1
DC,1989,11,3414,0.0210896,,1,0,1,0,23438,36.1165,0,1
DC,1990,11,3407,0.0140886,0.49,1,0,1,0,25646,36.91365,0,1
DC,1991,11,3430,0.0183673,0.49,1,0,1,0,27028,36.86105,0,1
DC,1992,11,3562,0.0140371,0.59,1,0,1,0,28597,37.04135,0,1
DC,1993,11,3485,0.0163558,0.62,1,0,1,0,29912,37.23086,0,1
DC,1994,11,3448,0.0200116,0.62,1,0,1,0,31212,37.42154,0,1
DC,1995,11,3465,0.0167388,0.63,1,0,1,0,32398,37.65045,0,1
DC,1996,11,3316,0.0186972,0.58,1,0,1,0,34213,38.06775,0,1
DC,1997,11,3326,0.0180397,0.66,1,0,1,0,35704,38.37567,0,1
DE,1983,10,4886,0.0225133,,0,0,1,0,13159,34.22155,0,0
DE,1984,10,5138,0.0253017,,0,0,1,0,14291,34.42247,0,0
DE,1985,10,5365,0.0193849,,0,0,1,0,15451,34.56594,0,0
DE,1986,10,5762,0.0236029,,0,0,1,0,16257,34.70903,0,0
DE,1987,10,6086,0.0239895,,1,0,1,0,17423,34.91209,0,0
DE,1988,10,6404,0.0249844,,1,0,1,0,18878,35.06135,0,0
DE,1989,10,6446,0.0179957,,1,0,1,0,20563,35.17413,0,0
DE,1990,10,6548,0.0210751,0.45,1,0,1,0,21590,35.42389,0,0
DE,1991,10,6721,0.0151763,0.54,1,0,1,0,22241,35.49125,0,0
DE,1992,10,6892,0.0203134,0.7,1,0,1,0,23004,35.65156,0,1
DE,1993,10,6895,0.0159536,0.63,1,0,1,0,23542,35.84438,0,1
DE,1994,10,7025,0.0159431,0.59,1,0,1,0,24465,35.9685,0,1
DE,1995,10,7515,0.0161011,0.63,1,0,1,0,25603,36.24027,0,1
DE,1996,10,7666,0.0151318,0.62,1,0,1,0,27125,36.46009,0,1
DE,1997,10,8007,0.0178594,0.59,1,0,1,0,28493,36.59892,0,1
FL,1983,12,81776,0.0328458,,0,0,0,0,12469,38.51542,0,0
FL,1984,12,85475,0.0329219,,0,0,0,0,13476,38.63661,0,0
FL,1985,12,88056,0.0321614,0.223,0,0,1,0,14367,38.70986,0,0
FL,1986,12,87273,0.0324384,0.3445,0,0,1,0,15102,38.73518,0,0
FL,1987,12,93819,0.0302604,0.5515,1,0,1,0,16001,38.80276,0,1
FL,1988,12,105319,0.0292255,0.471,1,0,1,0,17092,38.8234,0,1
FL,1989,12,108877,0.0274071,0.55,1,0,1,0,18405,38.87442,0,1
FL,1990,12,109997,0.0262825,0.53,1,0,1,0,19127,38.69661,0,1
FL,1991,12,113483,0.0217037,0.5295,1,0,1,0,19451,38.76631,0,1
FL,1992,12,114311,0.0212316,0.558,1,0,1,0,19910,38.83504,0,1
FL,1993,12,120467,0.0218815,0.616,1,0,1,0,21080,38.86478,0,1
FL,1994,12,121989,0.0220266,0.602,1,0,1,1,21761,38.92697,0,1
FL,1995,12,127801,0.0219482,0.59,1,1,1,1,22676,38.99817,0,1
FL,1996,12,130004,0.0211763,0.627,1,1,1,1,23834,39.10277,0,1
FL,1997,12,134007,0.0207825,0.6,1,1,1,1,24799,39.16958,0,1
GA,1983,13,48837,0.0265373,,0,0,0,0,10742,32.93328,0,0
GA,1984,13,50486,0.0279285,,0,0,0,0,12028,33.10339,0,0
GA,1985,13,53713,0.0253384,,0,0,0,0,12928,33.20224,0,0
GA,1986,13,56833,0.026921,,0,0,1,0,13768,33.30277,0,0
GA,1987,13,60293,0.0265205,0.198,0,0,1,0,14562,33.43366,0,0
GA,1988,13,62262,0.0265652,0.278,1,0,1,0,15591,33.50747,0,1
GA,1989,13,75705,0.0215574,0.388,1,0,1,0,16466,33.58587,0,1
GA,1990,13,72746,0.021472,0.417,1,0,1,0,17385,33.85953,0,1
GA,1991,13,73005,0.0190261,0.456,1,0,1,0,17930,33.96189,0,1
GA,1992,13,77904,0.0168797,0.461,1,0,1,0,18888,34.09488,0,1
GA,1993,13,78426,0.0177747,0.572,1,0,1,0,19668,34.17944,0,1
GA,1994,13,82822,0.0172056,0.529,1,0,1,0,20632,34.30395,0,1
GA,1995,13,85384,0.0174272,0.507,1,1,1,0,21696,34.41508,0,1
GA,1996,13,89132,0.017648,0.611,1,1,1,0,22900,34.52568,0,1
GA,1997,13,93317,0.0168994,0.68,1,1,1,1,23882,34.63508,0,1
HI,1983,15,5873,0.0240082,,0,0,0,0,13028,32.71693,0,0
HI,1984,15,6505,0.0212144,,0,0,0,0,13740,32.93847,0,0
HI,1985,15,6762,0.0186335,0.33,0,0,0,0,14494,33.16086,0,0
HI,1986,15,6971,0.0172142,0.726,0,0,1,0,15325,33.48086,1,0
HI,1987,15,7218,0.0192574,0.661,0,0,1,0,16262,33.81618,1,0
HI,1988,15,7419,0.0199488,0.665,0,0,1,0,17815,34.10531,1,0
HI,1989,15,7750,0.0192258,0.7830001,0,0,1,0,19395,34.37186,1,0
HI,1990,15,8066,0.021944,0.805,0,0,1,0,21529,34.87897,1,0
HI,1991,15,8143,0.0165787,0.853,0,0,1,0,22171,34.97968,1,0
HI,1992,15,8066,0.0159931,0.831,0,0,1,0,22906,35.17717,1,0
HI,1993,15,8074,0.0165965,0.8419999,0,0,1,0,23638,35.34814,1,0
HI,1994,15,7935,0.0153749,0.825,0,0,1,0,24090,35.52658,1,0
HI,1995,15,7945,0.0163625,0.799,0,0,1,0,24848,35.76539,1,0
HI,1996,15,8030,0.0184309,0.8,0,0,1,0,25086,36.07124,1,0
HI,1997,15,7947,0.0164842,0.8,0,0,1,1,25598,36.39651,1,0
IA,1983,19,19661,0.0261431,,0,0,0,0,11218,35.41377,0,0
IA,1984,19,20497,0.0204908,,0,0,0,0,12460,35.605,0,0
IA,1985,19,20191,0.0234758,0.18,0,0,0,0,13042,35.81485,0,0
IA,1986,19,20413,0.0216039,0.43,0,0,1,0,13688,36.08493,1,0
IA,1987,19,20808,0.0235967,0.56,1,0,1,0,14511,36.37153,1,0
IA,1988,19,21907,0.0254257,0.55,1,0,1,0,14882,36.56857,1,0
IA,1989,19,22571,0.0227726,0.59,1,0,1,0,16058,36.66882,1,0
IA,1990,19,22993,0.0202235,0.61,1,0,1,0,16885,36.6696,1,0
IA,1991,19,23020,0.021199,0.68,1,0,1,0,17304,36.69196,1,0
IA,1992,19,23926,0.0182646,0.71,1,0,1,0,18368,36.85265,1,0
IA,1993,19,25118,0.0182737,0.73,1,0,1,0,18461,36.93945,1,0
IA,1994,19,25737,0.0185725,0.73,1,0,1,0,19964,37.05333,1,0
IA,1995,19,25987,0.0202794,0.76,1,0,1,0,20412,37.20432,1,0
IA,1996,19,26880,0.0172991,0.75,1,0,1,0,22032,37.29958,1,0
IA,1997,19,27984,0.0167238,0.75,1,0,1,0,23120,37.37587,1,0
ID,1983,16,8287,0.0317365,,0,0,0,0,10122,32.17271,0,0
ID,1984,16,7768,0.0311534,,0,0,0,0,10780,32.36332,0,0
ID,1985,16,7710,0.0330739,0.235,0,0,0,0,11331,32.60078,0,0
ID,1986,16,7781,0.0331577,0.27,0,0,0,0,11663,32.86223,0,1
ID,1987,16,8119,0.0320236,0.32,1,0,1,0,12265,33.19096,0,1
ID,1988,16,8127,0.031623,0.34,1,0,1,0,13108,33.48856,0,1
ID,1989,16,8422,0.0282593,0.33,1,0,1,0,14283,33.70094,0,1
ID,1990,16,9849,0.0247741,0.35,1,0,1,0,15346,33.76305,0,1
ID,1991,16,10318,0.0255864,0.46,1,0,1,0,15664,33.91728,0,1
ID,1992,16,10764,0.0225753,0.53,1,0,1,0,16607,33.99413,0,1
ID,1993,16,11481,0.0200331,0.59,1,0,1,0,17699,34.04111,0,1
ID,1994,16,11652,0.0214555,0.54,1,0,1,0,18186,34.06496,0,1
ID,1995,16,12296,0.0213077,0.5,1,1,1,0,18961,34.20654,0,1
ID,1996,16,12961,0.0199059,0.5,1,1,1,0,19741,34.35408,0,1
ID,1997,16,12880,0.0201087,0.49,1,1,1,1,20392,34.50406,0,1
IL,1983,17,67370,0.022651,,0,0,1,0,13180,34.36077,0,0
IL,1984,17,69910,0.0221285,,0,0,1,0,14547,34.4693,0,0
IL,1985,17,70844,0.0216532,0.159,0,0,1,0,15322,34.60092,0,0
IL,1986,17,74144,0.0215257,0.362,0,0,1,0,16106,34.71236,0,1
IL,1987,17,75756,0.0218333,0.373,1,0,1,0,17066,34.87646,0,1
IL,1988,17,78483,0.0234063,0.395,1,0,1,0,18212,35.03312,0,1
IL,1989,17,81297,0.0215014,0.4,1,0,1,0,19427,35.1508,0,1
IL,1990,17,83334,0.0190678,0.471,1,0,1,0,20494,35.42041,0,1
IL,1991,17,85430,0.0169495,0.504,1,0,1,0,20966,35.41954,0,1
IL,1992,17,87642,0.0157915,0.64,1,0,1,0,22209,35.51555,0,1
IL,1993,17,89693,0.0155196,0.67,1,0,1,0,22895,35.59361,0,1
IL,1994,17,92316,0.0168335,0.683,1,0,1,0,23956,35.62673,0,1
IL,1995,17,94189,0.0168385,0.687,1,0,1,0,25135,35.67132,0,1
IL,1996,17,96730,0.0152693,0.64,1,0,1,0,26393,35.72411,0,1
IL,1997,17,99319,0.0140658,0.642,1,0,1,1,27688,35.78322,0,1
IN,1983,18,39837,0.0255039,,0,0,1,0,11001,34.07998,0,0
IN,1984,18,41074,0.0225203,,0,0,1,0,12199,34.29332,0,0
IN,1985,18,40782,0.0238831,,0,0,1,0,12844,34.49176,0,0
IN,1986,18,40780,0.0254537,0.196,0,0,1,0,13513,34.69555,0,0
IN,1987,18,44122,0.023911,0.367,1,0,1,0,14324,34.89602,0,1
IN,1988,18,51124,0.0214968,0.441,1,0,1,0,15231,35.06287,0,1
IN,1989,18,56192,0.01728,0.461,1,0,1,0,16296,35.15727,0,1
IN,1990,18,53697,0.0195355,0.473,1,0,1,0,17167,35.4417,0,1
IN,1991,18,54266,0.0188332,0.52,1,0,1,0,17624,35.4977,0,1
IN,1992,18,57072,0.0157871,0.56,1,0,1,0,18763,35.65319,0,1
IN,1993,18,60461,0.0149022,0.56,1,0,1,0,19649,35.7684,0,1
IN,1994,18,62108,0.0156341,0.56,1,0,1,0,20734,35.83475,0,1
IN,1995,18,64552,0.0148717,0.64,1,0,1,0,21427,35.93618,0,1
IN,1996,18,66220,0.0148596,0.62,1,0,1,0,22234,36.06285,0,1
IN,1997,18,68620,0.0136258,0.63,1,0,1,0,23202,36.10934,0,1
KS,1983,20,18153,0.0226409,,0,0,0,0,12273,34.97045,0,0
KS,1984,20,18717,0.027248,,0,0,0,0,13421,35.08154,0,0
KS,1985,20,19275,0.025214,0.099,0,0,1,0,14121,35.14977,0,0
KS,1986,20,19826,0.0252194,0.236,0,0,1,0,14703,35.29528,0,1
KS,1987,20,20561,0.0238802,0.423,1,0,1,0,15327,35.36159,0,1
KS,1988,20,21161,0.022825,0.482,1,0,1,0,16040,35.44693,0,1
KS,1989,20,21913,0.0195318,0.52,1,0,1,0,16802,35.47808,0,1
KS,1990,20,22849,0.0194319,0.578,1,0,1,0,17940,35.59708,0,1
KS,1991,20,23186,0.01764,0.635,1,0,1,0,18492,35.60047,0,1
KS,1992,20,24163,0.0160162,0.703,1,0,1,0,19447,35.71392,0,1
KS,1993,20,24115,0.0177483,0.7,1,0,1,1,20048,35.7961,0,1
KS,1994,20,24678,0.0179107,0.7,1,0,1,1,20638,35.86905,0,1
KS,1995,20,25153,0.0175725,0.54,1,1,1,1,21481,36.01546,0,1
KS,1996,20,25942,0.0188883,0.54,1,1,1,1,22707,36.13588,0,1
KS,1997,20,26524,0.0181722,0.56,1,1,1,1,23972,36.16293,0,1
KY,1983,21,26719,0.0291179,0.06,0,0,1,0,9696,34.01682,0,0
KY,1984,21,27951,0.0269758,0.07,0,0,1,0,10838,34.19585,0,0
KY,1985,21,28520,0.0249649,0.09,0,0,1,0,11278,34.39881,0,0
KY,1986,21,29252,0.0275195,0.13,0,0,1,0,11715,34.62644,0,0
KY,1987,21,30320,0.0278364,0.21,1,0,1,0,12441,34.87771,0,0
KY,1988,21,31614,0.0265072,,1,0,1,0,13187,35.1283,0,0
KY,1989,21,32165,0.0240012,0.26,1,0,1,0,14204,35.33684,0,0
KY,1990,21,33639,0.0252386,0.32,1,0,1,0,15085,35.59314,0,0
KY,1991,21,35213,0.0234572,0.39,1,0,1,0,15719,35.66816,0,0
KY,1992,21,38062,0.0214124,0.41,1,0,1,0,16677,35.79183,0,0
KY,1993,21,39598,0.0219961,0.42,1,0,1,0,17207,35.91676,0,0
KY,1994,21,39822,0.0195369,0.58,1,0,1,0,17872,35.99733,0,1
KY,1995,21,41095,0.0206594,0.54,1,0,1,0,18601,36.15645,0,1
KY,1996,21,42586,0.0197718,0.55,1,0,1,0,19475,36.31981,0,1
KY,1997,21,44762,0.0191457,0.54,1,0,1,0,20570,36.36817,0,1
LA,1983,22,27573,0.0338374,,0,0,0,0,10724,32.13996,0,0
LA,1984,22,31588,0.0304229,,0,0,0,0,11421,32.27105,0,0
LA,1985,22,33365,0.0279035,,0,0,0,0,11876,32.40501,0,0
LA,1986,22,29861,0.0312113,0.12,0,0,0,0,11802,32.64546,0,0
LA,1987,22,30599,0.0269943,0.35,1,0,1,0,12010,32.88427,0,1
LA,1988,22,34682,0.0266709,0.36,1,0,1,0,12829,33.09141,0,1
LA,1989,22,37914,0.0231577,0.41,1,0,1,0,13620,33.34373,0,1
LA,1990,22,37667,0.02546,0.43,1,0,1,0,14773,33.88932,0,1
LA,1991,22,34710,0.0248343,0.42,1,0,1,0,15593,33.91446,0,1
LA,1992,22,33853,0.026172,0.5,1,0,1,0,16381,34.04681,0,1
LA,1993,22,36351,0.0241534,0.48,1,0,1,0,17133,34.21114,0,1
LA,1994,22,37430,0.022522,0.5,1,0,1,0,18086,34.33136,0,1
LA,1995,22,38647,0.0231325,0.59,1,0,1,0,18826,34.49894,0,1
LA,1996,22,38095,0.0236776,0.63,1,0,1,0,19609,34.71262,0,1
LA,1997,22,38840,0.0239701,0.67,1,0,1,0,20458,34.90413,0,1
MA,1983,25,37541,0.017341,,0,0,0,0,14009,35.90611,0,0
MA,1984,25,38540,0.0172807,,0,0,0,0,15703,36.01558,0,0
MA,1985,25,39696,0.0186921,0.2,0,0,1,0,16842,36.08628,0,0
MA,1986,25,40745,0.0184563,0.35,0,0,1,0,18100,36.13642,0,0
MA,1987,25,42305,0.0162865,0.26,0,0,1,0,19600,36.20315,0,0
MA,1988,25,43334,0.0167305,,0,0,1,0,21417,36.25172,0,0
MA,1989,25,46214,0.0150604,0.29,0,0,1,0,22634,36.26585,0,0
MA,1990,25,46130,0.0131151,0.3,0,0,1,0,23210,36.46203,0,0
MA,1991,25,46537,0.0118615,0.36,1,0,1,0,23590,36.5425,0,0
MA,1992,25,47348,0.0102433,0.34,1,0,1,0,24538,36.7324,0,0
MA,1993,25,46684,0.0101748,0.34,1,0,1,0,25333,36.84069,0,0
MA,1994,25,46990,0.0093637,0.52,1,0,1,0,26433,36.95366,0,1
MA,1995,25,48053,0.0092398,0.53,1,0,1,0,28097,37.09949,0,1
MA,1996,25,49956,0.0083273,0.54,1,0,1,0,29591,37.25541,0,1
MA,1997,25,50468,0.0087382,0.53,1,0,1,0,31239,37.38256,0,1
MD,1983,24,30618,0.0214253,,0,0,1,0,13852,34.26184,0,0
MD,1984,24,31702,0.0202826,,0,0,1,0,15279,34.40427,0,0
MD,1985,24,33337,0.0218676,0.18,0,0,1,0,16454,34.54469,0,0
MD,1986,24,35208,0.0222677,0.55,0,0,1,0,17461,34.63836,0,1
MD,1987,24,36493,0.0223056,0.56,1,0,1,0,18665,34.72748,0,1
MD,1988,24,37498,0.0208278,0.57,1,0,1,0,20079,34.75936,0,1
MD,1989,24,38922,0.0186527,0.62,1,0,1,0,21469,34.82172,0,1
MD,1990,24,40536,0.0174413,0.65,1,0,1,0,22482,35.0643,0,1
MD,1991,24,41349,0.016784,0.67,1,0,1,0,22877,35.12738,0,1
MD,1992,24,41896,0.0157294,0.67,1,0,1,0,23548,35.29245,0,1
MD,1993,24,43311,0.0153772,0.7,1,0,1,0,24283,35.4098,0,1
MD,1994,24,44165,0.0147402,0.7,1,0,1,0,25329,35.5534,0,1
MD,1995,24,44882,0.0149503,0.7,1,0,1,0,26141,35.67639,0,1
MD,1996,24,46187,0.0131639,0.7,1,0,1,0,27298,35.89209,0,1
MD,1997,24,46609,0.0131091,0.71,1,0,1,0,28674,35.99752,0,1
ME,1983,23,7924,0.0282686,,0,0,0,0,10431,35.13855,0,0
ME,1984,23,9345,0.0248261,,0,0,0,0,11500,35.31763,0,0
ME,1985,23,9277,0.0222055,,0,0,1,0,12301,35.45527,0,0
ME,1986,23,10022,0.021353,,0,0,1,0,13272,35.58823,0,0
ME,1987,23,10766,0.0215493,,1,0,1,0,14392,35.73558,0,0
ME,1988,23,11401,0.0224542,,1,0,1,1,15537,35.83999,0,0
ME,1989,23,11739,0.0165261,,1,0,1,1,16618,35.93143,0,0
ME,1990,23,11871,0.0179429,0.35,1,0,1,1,17159,36.07067,0,0
ME,1991,23,11849,0.017301,0.36,1,0,1,1,17300,36.17969,0,0
ME,1992,23,12151,0.0176117,0.36,1,0,1,1,18008,36.43003,0,0
ME,1993,23,12182,0.0151863,0.36,1,0,1,1,18463,36.62063,0,0
ME,1994,23,12469,0.0150774,0.36,1,0,1,1,19190,36.82917,0,0
ME,1995,23,12589,0.0148542,0.5,1,0,1,1,19995,37.07216,0,0
ME,1996,23,12819,0.0131836,0.5,1,0,1,1,20948,37.31929,0,1
ME,1997,23,13245,0.014496,0.61,1,0,1,1,21937,37.59044,0,1
MI,1983,26,60855,0.0215923,,0,0,1,0,12143,33.73695,0,0
MI,1984,26,63470,0.0241216,0.195,0,0,1,0,13460,33.97589,0,0
MI,1985,26,67402,0.0229222,0.26,0,0,1,0,14540,34.16785,0,0
MI,1986,26,71981,0.0222975,0.463,0,0,1,0,15338,34.33911,0,1
MI,1987,26,75706,0.0211608,0.4645,1,0,1,0,15899,34.51496,0,1
MI,1988,26,77899,0.0219258,0.48,1,0,1,0,16950,34.65726,0,1
MI,1989,26,79890,0.0205157,0.467,1,0,1,0,17987,34.7706,0,1
MI,1990,26,81091,0.0193733,0.517,1,0,1,0,18699,34.96533,0,1
MI,1991,26,81935,0.017343,0.64,1,0,1,0,19022,35.04849,0,1
MI,1992,26,84219,0.0154359,0.554,1,0,1,0,19861,35.2481,0,1
MI,1993,26,85686,0.0165021,0.64,1,0,1,0,20939,35.3885,0,1
MI,1994,26,85183,0.0166817,0.636,1,0,1,0,22338,35.55834,0,1
MI,1995,26,85703,0.0178524,0.656,1,0,1,0,23407,35.70993,0,1
MI,1996,26,90215,0.0166824,0.672,1,0,1,0,23996,35.875,0,1
MI,1997,26,91755,0.0157594,0.681,1,0,1,0,24956,35.99913,0,1
