nr,year,lwage,married,union,educ,black,hisp,exper
126,1982,2.1899168491363525,0,0,13,0,0,4
126,1983,1.8554632663726807,0,0,13,0,0,5
126,1984,1.9224377870559692,0,0,13,0,0,6
126,1985,2.0610239505767822,1,0,13,0,0,7
126,1986,1.7822016477584839,1,0,13,0,0,8
126,1987,2.4146816730499268,1,0,13,0,0,9
150,1980,1.2087353467941284,0,0,12,0,0,2
150,1981,1.1940397024154663,0,0,12,0,0,3
150,1982,1.1704405546188354,0,0,12,0,0,4
150,1983,1.0979645252227783,0,0,12,0,0,5
150,1984,0.7658162117004395,0,0,12,0,0,6
150,1985,1.1190259456634521,0,0,12,0,0,7
150,1986,1.1193667650222778,0,0,12,0,0,8
150,1987,0.8314595222473145,0,1,12,0,0,9
162,1980,0.5024701356887817,0,1,11,0,0,2
162,1981,1.0649123191833496,0,0,11,0,0,3
162,1982,1.189497947692871,0,0,11,0,0,4
162,1983,1.5398885011672974,0,0,11,0,0,5
162,1984,1.5982860326766968,0,0,11,0,0,6
162,1985,1.7373206615447998,0,0,11,0,0,7
162,1986,1.988455891609192,0,0,11,0,0,8
162,1987,2.1586785316467285,0,0,11,0,0,9
166,1980,1.0052939653396606,0,1,10,0,0,2
166,1981,0.9376873970031738,0,1,10,0,0,3
166,1982,1.3674876689910889,0,1,10,0,0,4
166,1983,1.3780087232589722,0,1,10,0,0,5
166,1984,1.170183539390564,0,1,10,0,0,6
166,1985,1.7282214164733887,0,0,10,0,0,7
166,1986,1.7098647356033325,1,0,10,0,0,8
166,1987,1.8510748147964478,1,0,10,0,0,9
189,1980,1.1305453777313232,0,0,14,0,0,2
189,1981,0.8362480401992798,0,0,14,0,0,3
189,1982,1.4673597812652588,0,0,14,0,0,4
189,1983,1.0714836120605469,0,0,14,0,0,5
189,1984,1.4459195137023926,0,0,14,0,0,6
189,1985,1.6851162910461426,0,0,14,0,0,7
189,1986,1.686174988746643,0,0,14,0,0,8
189,1987,1.7551302909851074,0,0,14,0,0,9
193,1980,1.5656919479370117,0,0,14,0,0,2
193,1981,2.49387526512146,0,0,14,0,0,3
193,1982,1.822662115097046,0,0,14,0,0,4
193,1983,2.380336046218872,0,0,14,0,0,5
193,1984,2.2171285152435303,0,0,14,0,0,6
193,1985,2.272031545639038,1,0,14,0,0,7
193,1986,2.3537986278533936,1,0,14,0,0,8
193,1987,2.429450035095215,1,0,14,0,0,9
209,1980,1.9180032014846802,0,0,11,0,0,3
209,1981,0.7654077410697937,0,0,11,0,0,4
209,1982,1.9781854152679443,0,0,11,0,0,5
209,1983,1.9485536813735962,0,0,11,0,0,6
209,1984,2.0370259284973145,0,0,11,0,0,7
209,1985,1.9025747776031494,0,0,11,0,0,8
209,1986,1.972603678703308,0,0,11,0,0,9
209,1987,2.1869821548461914,0,0,11,0,0,10
212,1980,1.7844717502593994,0,0,11,0,0,2
212,1981,2.1799826622009277,0,0,11,0,0,3
212,1982,1.9638653993606567,0,1,11,0,0,4
212,1983,2.0449328422546387,0,0,11,0,0,5
212,1984,2.0128612518310547,0,0,11,0,0,6
212,1985,2.0969858169555664,0,0,11,0,0,7
212,1986,2.1439661979675293,1,0,11,0,0,8
212,1987,2.2412843704223633,1,1,11,0,0,9
218,1980,2.0133132934570312,0,0,15,0,0,2
218,1981,1.9621524810791016,0,0,15,0,0,3
218,1982,2.2756409645080566,0,0,15,0,0,4
218,1983,2.194917678833008,1,0,15,0,0,5
218,1984,2.428337335586548,1,0,15,0,0,6
218,1985,2.723037004470825,1,0,15,0,0,7
218,1986,2.9663963317871094,1,0,15,0,0,8
218,1987,3.065051794052124,1,0,15,0,0,9
243,1980,1.5641813278198242,0,0,12,0,0,4
243,1981,1.6835458278656006,0,0,12,0,0,5
243,1982,1.6905033588409424,0,0,12,0,0,6
243,1983,1.6608716249465942,1,0,12,0,0,7
243,1984,1.698050618171692,1,0,12,0,0,8
243,1985,1.6717681884765625,1,0,12,0,0,9
243,1986,1.635717511177063,1,0,12,0,0,10
243,1987,1.7869709730148315,1,0,12,0,0,11
259,1980,2.107189655303955,1,1,12,0,0,3
259,1981,2.0890109539031982,1,1,12,0,0,4
259,1982,2.0427238941192627,1,1,12,0,0,5
259,1983,1.3081557750701904,1,1,12,0,0,6
259,1984,1.488152265548706,1,0,12,0,0,7
259,1985,1.5428181886672974,1,0,12,0,0,8
259,1986,1.5351346731185913,1,0,12,0,0,9
259,1987,1.4543355703353882,1,0,12,0,0,10
260,1980,1.62991201877594,0,1,11,0,0,2
260,1981,1.7751131057739258,0,1,11,0,0,3
260,1982,1.9672563076019287,0,0,11,0,0,4
260,1983,2.075186252593994,1,0,11,0,0,5
260,1984,2.128833532333374,1,0,11,0,0,6
260,1985,2.2684192657470703,1,0,11,0,0,7
260,1986,1.9921391010284424,1,0,11,0,0,8
260,1987,2.4215545654296875,1,0,11,0,0,9
309,1980,1.7860757112503052,0,0,12,0,0,3
309,1981,2.280766010284424,0,0,12,0,0,4
309,1982,2.2642662525177,0,0,12,0,0,5
309,1983,2.275456428527832,1,0,12,0,0,6
309,1984,2.20813250541687,1,0,12,0,0,7
309,1985,2.199852466583252,1,0,12,0,0,8
309,1986,2.206899881362915,1,0,12,0,0,9
309,1987,2.4768669605255127,1,0,12,0,0,10
351,1980,1.6433868408203125,0,0,12,0,0,3
351,1981,1.3355804681777954,0,0,12,0,0,4
351,1982,1.522817850112915,1,0,12,0,0,5
351,1983,1.418851375579834,1,0,12,0,0,6
351,1984,0.9039274454116821,1,0,12,0,0,7
351,1985,1.888564109802246,1,0,12,0,0,8
351,1986,1.783449649810791,1,0,12,0,0,9
351,1987,1.6980082988739014,1,0,12,0,0,10
353,1980,1.8381972312927246,0,0,12,0,0,3
353,1981,1.8170772790908813,0,1,12,0,0,4
353,1982,1.6717402935028076,0,0,12,0,0,5
353,1983,1.5728305578231812,0,0,12,0,0,6
353,1984,1.6825463771820068,0,0,12,0,0,7
353,1985,1.583640217781067,0,0,12,0,0,8
353,1986,1.773293137550354,0,0,12,0,0,9
353,1987,1.8610789775848389,0,0,12,0,0,10
383,1980,1.4628881216049194,0,0,12,1,0,2
383,1981,1.570217251777649,0,0,12,1,0,3
383,1982,1.6566017866134644,0,1,12,1,0,4
383,1983,1.7254101037979126,0,0,12,1,0,5
383,1984,1.7721585035324097,0,0,12,1,0,6
383,1985,2.0110843181610107,0,0,12,1,0,7
383,1986,1.9910166263580322,0,0,12,1,0,8
383,1987,1.9520506858825684,0,0,12,1,0,9
408,1980,1.6520949602127075,0,0,11,0,0,2
408,1981,1.4895349740982056,1,0,11,0,0,3
408,1982,1.8811757564544678,1,0,11,0,0,4
408,1983,2.0610315799713135,1,0,11,0,0,5
408,1984,2.4888362884521484,1,1,11,0,0,6
408,1985,2.4309380054473877,1,1,11,0,0,7
408,1986,2.534560441970825,1,1,11,0,0,8
408,1987,2.0696024894714355,1,1,11,0,0,9
424,1980,2.165839433670044,1,0,12,0,0,5
424,1981,2.325399875640869,1,0,12,0,0,6
424,1982,2.383650541305542,1,0,12,0,0,7
424,1983,2.3372116088867188,1,0,12,0,0,8
424,1984,2.4125075340270996,1,0,12,0,0,9
424,1985,2.384145975112915,1,0,12,0,0,10
424,1986,2.352030038833618,1,0,12,0,0,11
424,1987,2.577756643295288,1,0,12,0,0,12
464,1980,0.972626268863678,0,0,13,0,0,2
464,1981,1.0031044483184814,0,0,13,0,0,3
464,1982,1.0996350049972534,1,0,13,0,0,4
464,1983,1.214584469795227,1,0,13,0,0,5
464,1984,1.3192417621612549,1,0,13,0,0,6
464,1985,1.3897424936294556,1,0,13,0,0,7
464,1986,1.573538064956665,1,0,13,0,0,8
464,1987,1.9006997346878052,1,0,13,0,0,9
483,1980,1.6826270818710327,0,0,12,0,0,5
483,1981,1.6617063283920288,0,0,12,0,0,6
483,1982,1.7550418376922607,0,0,12,0,0,7
483,1983,1.7534507513046265,0,1,12,0,0,8
483,1984,1.6180078983306885,0,0,12,0,0,9
483,1985,1.6481786966323853,0,0,12,0,0,10
483,1986,1.745894193649292,0,0,12,0,0,11
483,1987,1.7270818948745728,0,0,12,0,0,12
556,1980,1.9393454790115356,0,0,14,0,0,2
556,1981,2.1202635765075684,0,0,14,0,0,3
556,1982,2.1605069637298584,0,0,14,0,0,4
556,1983,2.4892539978027344,0,0,14,0,0,5
556,1984,2.3756935596466064,0,0,14,0,0,6
556,1985,2.295886754989624,0,0,14,0,0,7
556,1986,2.2990901470184326,0,0,14,0,0,8
556,1987,2.5818793773651123,0,0,14,0,0,9
560,1980,1.3868472576141357,0,0,12,0,0,2
560,1981,2.127581834793091,0,0,12,0,0,3
560,1982,0.968870222568512,0,0,12,0,0,4
560,1983,1.163598895072937,0,0,12,0,0,5
560,1984,1.356619119644165,0,0,12,0,0,6
560,1985,1.4162533283233643,0,0,12,0,0,7
560,1986,1.2149832248687744,0,1,12,0,0,8
560,1987,1.639359474182129,0,0,12,0,0,9
569,1980,0.6837250590324402,0,0,12,0,0,2
569,1981,1.078989028930664,0,0,12,0,0,3
569,1982,0.8396357297897339,0,0,12,0,0,4
569,1983,1.5075690746307373,0,0,12,0,0,5
569,1984,1.0206516981124878,0,0,12,0,0,6
569,1985,0.542597770690918,0,0,12,0,0,7
569,1986,0.1147163137793541,0,0,12,0,0,8
569,1987,0.31285175681114197,0,0,12,0,0,9
583,1980,1.626772165298462,0,0,12,0,0,4
583,1981,1.8808749914169312,0,0,12,0,0,5
583,1982,1.7411965131759644,0,1,12,0,0,6
583,1983,2.1947884559631348,0,1,12,0,0,7
583,1984,2.083836078643799,1,0,12,0,0,8
583,1985,1.9184482097625732,1,0,12,0,0,9
583,1986,2.1567137241363525,1,0,12,0,0,10
583,1987,1.9850409030914307,0,0,12,0,0,11
647,1980,1.396706223487854,0,1,12,0,0,2
647,1981,1.5198256969451904,1,1,12,0,0,3
647,1982,1.5091530084609985,1,1,12,0,0,4
647,1983,1.645041584968567,1,1,12,0,0,5
647,1984,1.5490150451660156,0,1,12,0,0,6
647,1985,1.8269562721252441,1,1,12,0,0,7
647,1986,1.8836803436279297,1,1,12,0,0,8
647,1987,2.023660659790039,1,1,12,0,0,9
658,1980,1.7314172983169556,0,1,12,0,0,4
658,1981,1.8137589693069458,0,0,12,0,0,5
658,1982,1.7000483274459839,0,1,12,0,0,6
658,1983,1.9396488666534424,0,1,12,0,0,7
658,1984,1.9357527494430542,0,0,12,0,0,8
658,1985,2.099785089492798,0,0,12,0,0,9
658,1986,2.192046642303467,0,0,12,0,0,10
658,1987,2.0051429271698,0,0,12,0,0,11
684,1980,2.8217825889587402,0,0,12,0,0,2
684,1981,2.1799826622009277,0,0,12,0,0,3
684,1982,2.3094265460968018,1,0,12,0,0,4
684,1983,2.251321315765381,1,0,12,0,0,5
684,1984,2.352297067642212,1,0,12,0,0,6
684,1985,2.3138482570648193,1,0,12,0,0,7
684,1986,2.253420114517212,1,0,12,0,0,8
684,1987,2.4053525924682617,1,0,12,0,0,9
711,1980,1.2320245504379272,0,0,11,0,0,2
711,1981,1.366491675376892,0,0,11,0,0,3
711,1982,1.6905033588409424,0,0,11,0,0,4
711,1983,1.6608716249465942,0,0,11,0,0,5
711,1984,1.5558761358261108,0,0,11,0,0,6
711,1985,-0.7141255736351013,0,0,11,0,0,7
711,1986,1.4684810638427734,0,0,11,0,0,8
711,1987,0.513005793094635,0,0,11,0,0,9
729,1980,1.959579586982727,1,1,13,0,0,2
729,1981,1.8933392763137817,0,0,13,0,0,3
729,1982,3.0962157249450684,1,1,13,0,0,4
729,1983,1.910813331604004,1,1,13,0,0,5
729,1984,1.6152644157409668,1,0,13,0,0,6
729,1985,2.0765280723571777,1,0,13,0,0,7
729,1986,2.1075398921966553,1,0,13,0,0,8
729,1987,2.155585289001465,1,0,13,0,0,9
731,1980,1.6556389331817627,0,0,12,0,0,4
731,1981,1.464255928993225,1,0,12,0,0,5
731,1982,1.0078275203704834,1,0,12,0,0,6
731,1983,1.4779492616653442,1,0,12,0,0,7
731,1984,0.6187202334403992,1,0,12,0,0,8
731,1985,2.2256240844726562,0,0,12,0,0,9
731,1986,2.6577305793762207,0,0,12,0,0,10
731,1987,2.1391916275024414,0,0,12,0,0,11
732,1980,1.4972705841064453,0,0,12,0,0,3
732,1981,1.6017159223556519,0,0,12,0,0,4
732,1982,1.5048428773880005,0,0,12,0,0,5
732,1983,1.7980468273162842,0,0,12,0,0,6
732,1984,1.6528902053833008,0,0,12,0,0,7
732,1985,1.7633854150772095,0,0,12,0,0,8
732,1986,1.722681999206543,0,0,12,0,0,9
732,1987,1.7620606422424316,0,0,12,0,0,10
793,1980,0.8915284276008606,0,0,14,0,0,2
793,1981,1.9310215711593628,0,0,14,0,0,3
793,1982,1.9026498794555664,0,0,14,0,0,4
793,1983,1.8853747844696045,0,0,14,0,0,5
793,1984,1.6787075996398926,0,0,14,0,0,6
793,1985,1.8963583707809448,0,0,14,0,0,7
793,1986,1.7883702516555786,0,0,14,0,0,8
793,1987,1.563827395439148,0,0,14,0,0,9
797,1980,0.9925240278244019,0,0,10,0,0,3
797,1981,2.345144748687744,0,1,10,0,0,4
797,1982,1.680933952331543,0,1,10,0,0,5
797,1983,1.9896540641784668,1,0,10,0,0,6
797,1984,2.448014259338379,1,1,10,0,0,7
797,1985,2.4501802921295166,1,1,10,0,0,8
797,1986,2.172239303588867,1,1,10,0,0,9
797,1987,2.4159836769104004,1,1,10,0,0,10
800,1980,1.5877615213394165,0,1,11,0,0,2
800,1981,1.6094379425048828,0,1,11,0,0,3
800,1982,1.5081818103790283,0,1,11,0,0,4
800,1983,1.5555109977722168,0,1,11,0,0,5
800,1984,1.5490150451660156,0,1,11,0,0,6
800,1985,1.6164300441741943,0,0,11,0,0,7
800,1986,1.8259369134902954,1,1,11,0,0,8
800,1987,1.990435004234314,1,1,11,0,0,9
813,1980,1.556213140487671,0,0,13,0,0,2
813,1981,0.42291203141212463,0,0,13,0,0,3
813,1982,0.710434079170227,0,0,13,0,0,4
813,1983,0.9317216873168945,0,0,13,0,0,5
813,1984,-3.5790786743164062,0,0,13,0,0,6
813,1985,1.322756290435791,0,0,13,0,0,7
813,1986,1.389700174331665,0,0,13,0,0,8
813,1987,1.5434997081756592,0,0,13,0,0,9
823,1980,-0.3726613521575928,0,0,10,0,0,3
823,1981,0.6063144207000732,0,0,10,0,0,4
823,1982,0.8648805022239685,0,0,10,0,0,5
823,1983,0.51217120885849,0,0,10,0,0,6
823,1984,0.6839116215705872,0,0,10,0,0,7
823,1985,0.9997493028640747,0,0,10,0,0,8
823,1986,1.4348605871200562,0,0,10,0,0,9
823,1987,1.1770355701446533,0,0,10,0,0,10
827,1980,0.8836852312088013,0,0,12,0,0,2
827,1981,1.4248666763305664,0,0,12,0,0,3
827,1982,1.365903615951538,0,0,12,0,0,4
827,1983,1.3916889429092407,0,0,12,0,0,5
827,1984,1.792189598083496,0,0,12,0,0,6
827,1985,1.948283314704895,0,0,12,0,0,7
827,1986,2.2636115550994873,1,0,12,0,0,8
827,1987,2.6289637088775635,1,0,12,0,0,9
847,1980,1.5627278089523315,0,1,14,1,0,1
847,1981,1.66449773311615,0,1,14,1,0,2
847,1982,1.7705460786819458,0,0,14,1,0,3
847,1983,1.7860347032546997,0,0,14,1,0,4
847,1984,2.001000165939331,0,0,14,1,0,5
847,1985,1.6481786966323853,0,1,14,1,0,6
847,1986,2.125710964202881,0,0,14,1,0,7
847,1987,1.688419222831726,1,1,14,1,0,8
851,1980,1.8758131265640259,0,0,12,0,0,2
851,1981,1.9566761255264282,0,0,12,0,0,3
851,1982,1.8672538995742798,1,0,12,0,0,4
851,1983,2.1745331287384033,1,0,12,0,0,5
851,1984,1.9144971370697021,1,0,12,0,0,6
851,1985,2.01792573928833,1,1,12,0,0,7
851,1986,2.117659330368042,1,1,12,0,0,8
851,1987,1.9776290655136108,0,1,12,0,0,9
863,1980,1.5704509019851685,0,0,12,0,0,2
863,1981,1.5621850490570068,0,0,12,0,0,3
863,1982,1.569976806640625,0,0,12,0,0,4
863,1983,1.7941195964813232,0,0,12,0,0,5
863,1984,1.837172031402588,0,0,12,0,0,6
863,1985,1.8139349222183228,1,0,12,0,0,7
863,1986,2.038395643234253,1,0,12,0,0,8
863,1987,1.9059035778045654,1,0,12,0,0,9
873,1980,0.5968629121780396,0,1,10,0,0,2
873,1981,0.47499117255210876,0,0,10,0,0,3
873,1982,1.0902653932571411,0,0,10,0,0,4
873,1983,1.0000020265579224,0,1,10,0,0,5
873,1984,0.8330531120300293,0,1,10,0,0,6
873,1985,1.4012811183929443,0,1,10,0,0,7
873,1986,1.7341294288635254,0,1,10,0,0,8
873,1987,1.8828721046447754,0,1,10,0,0,9
891,1980,2.0000438690185547,0,1,12,0,0,2
891,1981,2.3077118396759033,1,1,12,0,0,3
891,1982,2.3088126182556152,1,1,12,0,0,4
891,1983,1.8804157972335815,0,1,12,0,0,5
891,1984,1.8699008226394653,1,0,12,0,0,6
891,1985,2.0791983604431152,1,1,12,0,0,7
891,1986,1.8874497413635254,1,1,12,0,0,8
891,1987,1.8094274997711182,0,0,12,0,0,9
908,1980,0.9975806474685669,0,1,10,0,0,2
908,1981,0.23098672926425934,0,1,10,0,0,3
908,1982,0.4322609305381775,0,1,10,0,0,4
908,1983,0.9741553068161011,0,1,10,0,0,5
908,1984,0.5122098922729492,0,1,10,0,0,6
908,1985,0.9484363198280334,0,0,10,0,0,7
908,1986,1.2826881408691406,0,0,10,0,0,8
908,1987,1.3778666257858276,1,0,10,0,0,9
910,1980,1.8653932809829712,0,0,13,1,0,2
910,1981,2.134249687194824,0,0,13,1,0,3
910,1982,1.0408965349197388,0,0,13,1,0,4
910,1983,1.761967658996582,0,0,13,1,0,5
910,1984,1.9191581010818481,0,0,13,1,0,6
910,1985,2.257065534591675,0,0,13,1,0,7
910,1986,2.1119537353515625,0,0,13,1,0,8
910,1987,1.8923314809799194,0,0,13,1,0,9
916,1980,1.1754406690597534,0,0,13,0,0,2
916,1981,1.4116121530532837,0,0,13,0,0,3
916,1982,1.6157950162887573,0,0,13,0,0,4
916,1983,1.6889406442642212,0,0,13,0,0,5
916,1984,1.961550235748291,0,0,13,0,0,6
916,1985,1.9105429649353027,0,0,13,0,0,7
916,1986,2.0183088779449463,0,0,13,0,0,8
916,1987,2.282292366027832,0,0,13,0,0,9
919,1980,1.5680094957351685,1,0,12,0,0,3
919,1981,1.3958637714385986,1,1,12,0,0,4
919,1982,1.3803484439849854,1,1,12,0,0,5
919,1983,1.4944233894348145,1,1,12,0,0,6
919,1984,1.3948643207550049,1,1,12,0,0,7
919,1985,1.4405393600463867,1,1,12,0,0,8
919,1986,1.5963624715805054,1,1,12,0,0,9
919,1987,1.6199169158935547,1,1,12,0,0,10
922,1980,1.602506399154663,0,0,12,0,0,2
922,1981,2.034989833831787,0,0,12,0,0,3
922,1982,2.238628387451172,0,0,12,0,0,4
922,1983,2.2176713943481445,0,0,12,0,0,5
922,1984,2.447831153869629,0,0,12,0,0,6
922,1985,2.6036901473999023,0,0,12,0,0,7
922,1986,2.3556904792785645,0,0,12,0,0,8
922,1987,2.1869821548461914,1,0,12,0,0,9
924,1980,0.8535585403442383,0,0,11,0,0,1
924,1981,0.8921670317649841,0,0,11,0,0,2
924,1982,0.8500412702560425,0,0,11,0,0,3
924,1983,0.5909377336502075,0,0,11,0,0,4
924,1984,1.2029732465744019,0,0,11,0,0,5
924,1985,1.5546183586120605,0,0,11,0,0,6
924,1986,1.802115797996521,0,0,11,0,0,7
924,1987,1.6979303359985352,1,0,11,0,0,8
925,1980,2.135246992111206,0,0,15,0,0,2
925,1981,2.2225422859191895,0,0,15,0,0,3
925,1982,2.1356701850891113,0,0,15,0,0,4
925,1983,2.2362356185913086,0,0,15,0,0,5
925,1984,2.347522735595703,0,0,15,0,0,6
925,1985,2.4144482612609863,1,0,15,0,0,7
925,1986,0.04944492504000664,1,0,15,0,0,8
925,1987,2.6232190132141113,1,0,15,0,0,9
944,1980,0.8193908929824829,0,0,13,0,0,2
944,1981,0.5895946621894836,0,0,13,0,0,3
944,1982,1.3997665643692017,0,0,13,0,0,4
944,1983,1.5555109977722168,0,0,13,0,0,5
944,1984,1.6180078983306885,0,0,13,0,0,6
944,1985,1.607972264289856,0,0,13,0,0,7
944,1986,1.6100926399230957,0,0,13,0,0,8
944,1987,1.1974496841430664,0,0,13,0,0,9
945,1980,1.0396249294281006,0,0,14,0,0,1
945,1981,1.359861135482788,0,0,14,0,0,2
945,1982,1.2605019807815552,0,0,14,0,0,3
945,1983,1.3227101564407349,0,0,14,0,0,4
945,1984,1.7187715768814087,0,0,14,0,0,5
945,1985,1.3103991746902466,0,0,14,0,0,6
945,1986,1.411624789237976,0,0,14,0,0,7
945,1987,1.3862043619155884,0,0,14,0,0,8
947,1980,2.236456871032715,0,1,13,0,0,3
947,1981,2.3766930103302,0,1,13,0,0,4
947,1982,2.3865392208099365,1,1,13,0,0,5
947,1983,2.3846280574798584,1,0,13,0,0,6
947,1984,2.400285005569458,1,0,13,0,0,7
947,1985,2.471379041671753,1,0,13,0,0,8
947,1986,2.2640998363494873,1,0,13,0,0,9
947,1987,2.282292366027832,1,0,13,0,0,10
955,1980,2.070805311203003,0,1,12,0,0,4
955,1981,1.9889274835586548,0,1,12,0,0,5
955,1982,1.9781854152679443,0,1,12,0,0,6
955,1983,2.088315486907959,0,1,12,0,0,7
955,1984,2.128833532333374,0,1,12,0,0,8
955,1985,2.207794427871704,0,1,12,0,0,9
955,1986,2.4754090309143066,0,1,12,0,0,10
955,1987,2.2177538871765137,0,1,12,0,0,11
965,1980,1.4175403118133545,0,0,12,0,0,5
965,1981,1.4781019687652588,0,0,12,0,0,6
965,1982,1.3848836421966553,0,0,12,0,0,7
965,1983,1.517770767211914,0,0,12,0,0,8
965,1984,1.4276541471481323,1,0,12,0,0,9
965,1985,1.4405393600463867,1,0,12,0,0,10
965,1986,1.4204717874526978,1,0,12,0,0,11
965,1987,1.3815058469772339,1,0,12,0,0,12
996,1980,1.5576426982879639,1,0,11,0,0,2
996,1981,1.4824382066726685,1,0,11,0,0,3
996,1982,1.2442162036895752,1,0,11,0,0,4
996,1983,0.7208267450332642,1,0,11,0,0,5
996,1984,0.8070776462554932,1,0,11,0,0,6
996,1985,0.8231040239334106,1,0,11,0,0,7
996,1986,1.109035611152649,1,0,11,0,0,8
996,1987,2.2386436462402344,1,0,11,0,0,9
1007,1980,1.4479995965957642,0,0,12,0,0,4
1007,1981,1.752538800239563,0,0,12,0,0,5
1007,1982,1.5474025011062622,0,0,12,0,0,6
1007,1983,2.0438637733459473,0,0,12,0,0,7
1007,1984,2.152143716812134,0,0,12,0,0,8
1007,1985,2.2672178745269775,0,0,12,0,0,9
1007,1986,2.747342824935913,1,0,12,0,0,10
1007,1987,2.5771799087524414,1,0,12,0,0,11
1054,1980,0.7246636748313904,0,0,10,0,0,3
1054,1981,1.7942626476287842,0,0,10,0,0,4
1054,1982,1.161927580833435,0,0,10,0,0,5
1054,1983,1.4596000909805298,1,0,10,0,0,6
1054,1984,1.0282199382781982,1,0,10,0,0,7
1054,1985,1.3033382892608643,1,0,10,0,0,8
1054,1986,1.6498849391937256,1,0,10,0,0,9
1054,1987,1.3091851472854614,1,1,10,0,0,10
1064,1980,1.9031182527542114,1,0,12,0,0,4
1064,1981,2.021070957183838,1,0,12,0,0,5
1064,1982,1.8954277038574219,1,0,12,0,0,6
1064,1983,2.122506856918335,1,0,12,0,0,7
1064,1984,1.880372166633606,1,0,12,0,0,8
1064,1985,1.9924774169921875,1,0,12,0,0,9
1064,1986,1.9640253782272339,1,0,12,0,0,10
1064,1987,1.9294710159301758,1,0,12,0,0,11
1081,1980,1.0879968404769897,0,0,10,0,0,2
1081,1981,1.2491445541381836,0,0,10,0,0,3
1081,1982,1.5474025011062622,0,0,10,0,0,4
1081,1983,1.351703405380249,0,0,10,0,0,5
1081,1984,1.4261168241500854,0,0,10,0,0,6
1081,1985,1.056600570678711,0,0,10,0,0,7
1081,1986,1.264222502708435,0,0,10,0,0,8
1081,1987,2.000009536743164,0,0,10,0,0,9
1085,1980,1.887123942375183,0,0,12,0,0,1
1085,1981,1.4815212488174438,0,0,12,0,0,2
1085,1982,1.2176419496536255,0,0,12,0,0,3
1085,1983,0.7375861406326294,0,0,12,0,0,4
1085,1984,1.2887732982635498,1,0,12,0,0,5
1085,1985,1.0735057592391968,1,0,12,0,0,6
1085,1986,1.3171722888946533,1,0,12,0,0,7
1085,1987,2.017049551010132,0,0,12,0,0,8
1091,1980,1.1110029220581055,0,1,9,0,0,6
1091,1981,1.1620925664901733,1,0,9,0,0,7
1091,1982,1.0618946552276611,1,1,9,0,0,8
1091,1983,1.1275731325149536,1,0,9,0,0,9
1091,1984,1.1891800165176392,1,0,9,0,0,10
1091,1985,1.222795009613037,1,1,9,0,0,11
1091,1986,1.1646674871444702,1,0,9,0,0,12
1091,1987,1.3958945274353027,1,0,9,0,0,13
1094,1980,1.3426390886306763,1,0,12,0,0,3
1094,1981,1.4064971208572388,1,0,12,0,0,4
1094,1982,1.52970290184021,1,0,12,0,0,5
1094,1983,1.757596731185913,1,0,12,0,0,6
