Name,Code,Year,GDP,laborrate,healthexp,infmortality
Chad,TCD,2003,298.9621932902,71.5,17.3036235593,103.4
Chad,TCD,2004,465.9700534264,70.6,26.0437147623,102.7
Chad,TCD,2005,541.7935128594,70.4,25.2973445096,102.1
Chad,TCD,2006,604.8151927876,70.6,30.5877767459,101.5
Chad,TCD,2007,676.4757469216,70.7,40.4000718047,100.9
Chad,TCD,2008,784.4311574768,70.8,49.1319989766,100.2
Chad,TCD,2009,625.3019474238,70.4,41.7844313786,99.6
Chad,TCD,2010,675.8290360948,NA,NA,98.9
Channel Islands,CHI,2000,44310.9023237476,NA,NA,NA
Channel Islands,CHI,2001,42692.6010513038,NA,NA,NA
Channel Islands,CHI,2002,45446.7083924284,NA,NA,NA
Channel Islands,CHI,2003,49790.4747861579,NA,NA,NA
Channel Islands,CHI,2004,57809.3398625518,NA,NA,NA
Channel Islands,CHI,2005,59337.8241046008,NA,NA,NA
Channel Islands,CHI,2006,64644.8668048388,NA,NA,NA
Channel Islands,CHI,2007,76413.0483468397,NA,NA,NA
Channel Islands,CHI,2008,NA,NA,NA,NA
Channel Islands,CHI,2009,NA,NA,NA,NA
Channel Islands,CHI,2010,NA,NA,NA,NA
Chile,CHL,2000,4877.522032011,54.6,323.5917857101,9.1
Chile,CHL,2001,4394.2203424118,54.5,297.5558256879,8.8
Chile,CHL,2002,4261.6220050619,54.1,287.8761161939,8.4
Chile,CHL,2003,4636.0005054347,54.4,345.9395801698,8.2
Chile,CHL,2004,5929.3017143032,55.8,419.090892752,8
Chile,CHL,2005,7253.8104407088,55.3,501.452563611,7.9
Chile,CHL,2006,8912.2280018513,55.9,590.3727864846,7.9
Chile,CHL,2007,9878.7177567196,57.3,681.418062211,7.8
Chile,CHL,2008,10165.8217086628,59.5,761.9547703987,7.8
Chile,CHL,2009,9487.0110667172,57.3,787.1933185013,7.7
Chile,CHL,2010,11887.7119848977,NA,NA,7.7
China,CHN,2000,949.1823289309,77.4,43.7222128521,27.3
China,CHN,2001,1041.6360800483,77,47.5447188807,25.9
China,CHN,2002,1135.448053431,76.5,54.3770251995,24.6
China,CHN,2003,1273.6411552051,75.9,61.4068271895,23.4
China,CHN,2004,1490.3797018134,75.3,70.3170999684,22.2
China,CHN,2005,1731.1255247577,74.8,80.5770532838,21
China,CHN,2006,2069.3433819576,74.4,93.5130446173,19.9
China,CHN,2007,2651.2600613269,74,111.6175809796,18.9
China,CHN,2008,3413.5883679454,73.8,146.1133248823,17.8
China,CHN,2009,3748.9343557419,73.7,177.1465330334,16.8
China,CHN,2010,4392.6110681059,NA,NA,15.8
Colombia,COL,2000,2523.9757793696,56.6,161.1583023017,22.7
Colombia,COL,2001,2442.8277886247,57,156.0287357613,22
Colombia,COL,2002,2391.2745733835,57.4,149.8050601463,21.4
Colombia,COL,2003,2274.4365402356,57.7,145.7100850457,20.6
Colombia,COL,2004,2764.8043768774,57.9,172.5247619716,20
Colombia,COL,2005,3405.4000725007,58.1,211.034228546,19.4
Colombia,COL,2006,3725.8784488456,58.2,229.1920884882,18.8
Colombia,COL,2007,4676.4330169594,58.2,283.9473543959,18.2
Colombia,COL,2008,5435.8720507287,58.5,317.3629433565,17.6
Colombia,COL,2009,5165.7319250248,58.6,323.0108128809,17.1
Colombia,COL,2010,6225.0778401946,NA,NA,16.5
Comoros,COM,2000,358.9545739506,77,10.2967299648,74.7
Comoros,COM,2001,381.1065324746,77.2,9.0096282758,73.5
Comoros,COM,2002,423.4251599302,77.4,12.5367378677,72.6
Comoros,COM,2003,532.5564633683,77.8,17.0516769495,71.4
Comoros,COM,2004,579.0611737134,78.2,17.9757550059,70.1
Comoros,COM,2005,601.9472531919,78.4,18.7343612462,69
Comoros,COM,2006,610.3575813274,78.8,19.9760231811,68.5
Comoros,COM,2007,685.1574678342,79,22.9244703258,66.8
Comoros,COM,2008,760.5632647292,79.3,27.6964304819,65.6
Comoros,COM,2009,747.9124803009,79.6,27.8365237842,64
Comoros,COM,2010,736.4375815491,NA,NA,62.8
"Congo, Dem. Rep.",COD,2000,86.76459563,70.5,11.1838173065,117.3
"Congo, Dem. Rep.",COD,2001,92.0154874972,70.6,4.8730708775,117.3
"Congo, Dem. Rep.",COD,2002,105.6882140515,70.6,3.8338599683,117.3
"Congo, Dem. Rep.",COD,2003,104.8684202943,70.6,4.6573567067,117.3
"Congo, Dem. Rep.",COD,2004,117.8369740987,70.5,5.8669454731,117.3
"Congo, Dem. Rep.",COD,2005,123.7108174769,70.5,6.403575477,117.3
"Congo, Dem. Rep.",COD,2006,144.5854186546,70.5,8.712167693,116.1
"Congo, Dem. Rep.",COD,2007,164.1718332861,70.5,9.6423125897,115
"Congo, Dem. Rep.",COD,2008,186.7690777426,70.5,13.324447531,113.9
"Congo, Dem. Rep.",COD,2009,174.5076053588,70.8,15.5842473528,112.8
"Congo, Dem. Rep.",COD,2010,199.2717696327,NA,NA,111.7
"Congo, Rep.",COG,2000,1026.8261820107,71.9,22.3930954254,66.9
"Congo, Rep.",COG,2001,869.5820426979,71.9,21.7697899561,66.2
"Congo, Rep.",COG,2002,918.229444575,72,23.125110516,65.3
"Congo, Rep.",COG,2003,1038.8389215662,72.2,27.824718624,64.6
"Congo, Rep.",COG,2004,1349.0847232384,72.3,35.2921696778,64.2
"Congo, Rep.",COG,2005,1722.8133009245,72.2,42.8625728489,63.4
"Congo, Rep.",COG,2006,2130.6690970599,72.3,55.998901015,62.8
"Congo, Rep.",COG,2007,2236.4972933076,72.5,61.3327725302,62.6
"Congo, Rep.",COG,2008,3073.0456934535,72.5,81.1386287618,61.7
"Congo, Rep.",COG,2009,2430.5254724135,72.7,70.0720966525,60.9
"Congo, Rep.",COG,2010,2942.8438707112,NA,NA,60.8
Costa Rica,CRI,2000,4068.8213505972,59.6,264.7219575608,11
Costa Rica,CRI,2001,4097.8826617343,62,291.274501929,10.5
Costa Rica,CRI,2002,4125.2917059707,61.8,316.3417105576,10
Costa Rica,CRI,2003,4210.5028128832,61.5,327.2017363603,9.6
Costa Rica,CRI,2004,4390.4863493422,60.4,343.225236068,9.4
Costa Rica,CRI,2005,4632.8569092786,62.2,356.6872329473,9.2
Costa Rica,CRI,2006,5140.8922201499,62.3,409.0026819308,9.1
Costa Rica,CRI,2007,5899.2746094591,63.2,524.2516097022,9
Costa Rica,CRI,2008,6559.6640478991,63.5,618.1505321878,8.9
Costa Rica,CRI,2009,6369.1662917235,62.7,668.49256101,8.8
Costa Rica,CRI,2010,7419.0242672176,NA,NA,8.7
Cote d'Ivoire,CIV,2000,628.2248275052,66.5,30.4836348886,100.2
Cote d'Ivoire,CIV,2001,624.2436782756,66.5,23.5831627755,98.7
Cote d'Ivoire,CIV,2002,668.5815142855,66.6,21.9801603082,97.1
Cote d'Ivoire,CIV,2003,787.0006000976,66.6,28.1165002383,95.7
Cote d'Ivoire,CIV,2004,873.0674802589,66.6,34.69413453,94.2
Cote d'Ivoire,CIV,2005,908.0234509594,66.6,36.5405544847,92.8
Cote d'Ivoire,CIV,2006,947.6878041059,66.7,41.2282528901,91.4
Cote d'Ivoire,CIV,2007,1061.6162075885,66.7,52.8467838013,90.1
Cote d'Ivoire,CIV,2008,1233.1593525756,66.7,60.7954667548,88.6
Cote d'Ivoire,CIV,2009,1190.7894944163,66.9,55.254890711,87.3
Cote d'Ivoire,CIV,2010,1154.1448656834,NA,NA,85.9
Croatia,HRV,2000,4856.0053165347,53.6,375.3964867166,7.3
Croatia,HRV,2001,5191.9019848117,53,374.5814821144,7
Croatia,HRV,2002,5974.0757653686,52.3,374.5524087232,6.7
Croatia,HRV,2003,7689.9569959557,52.5,495.234154795,6.3
Croatia,HRV,2004,9237.1162234059,53.7,613.2037633523,6.1
Croatia,HRV,2005,10090.3666886392,53.5,704.1182860632,5.8
Croatia,HRV,2006,11228.6213750923,52.9,789.4996931394,5.5
Croatia,HRV,2007,13372.2875745759,53.2,1008.5563161332,5.3
Croatia,HRV,2008,15767.0801167765,53.1,1229.7542120049,5.1
Croatia,HRV,2009,14322.6081019954,53,1120.371091199,4.9
Croatia,HRV,2010,13754.439383774201,NA,NA,4.7
Cuba,CUB,2000,2752.6061270067,54,184.1856627754,6.6
Cuba,CUB,2001,2843.9696780156,53.8,180.3724081685,6.3
Cuba,CUB,2002,3005.7445643722,53.6,192.0035766692,6
Cuba,CUB,2003,3203.1590924685,53.3,202.0621213127,5.7
Cuba,CUB,2004,3400.4007131305,53.1,207.0332076936,5.5
Cuba,CUB,2005,3789.113473835,53.1,354.9210984677,5.3
Cuba,CUB,2006,4681.9458001528,53.2,361.5710825983,5.2
Cuba,CUB,2007,5200.5881430552,54.2,590.1184097287,5
Cuba,CUB,2008,5565.3970633462,55.4,671.5018248981,4.9
Cuba,CUB,2009,NA,53.9,707.3967037302,4.7
Cuba,CUB,2010,NA,NA,NA,4.6
Curacao,CUW,2000,NA,NA,NA,NA
Curacao,CUW,2001,NA,NA,NA,NA
Curacao,CUW,2002,NA,NA,NA,NA
Curacao,CUW,2003,NA,NA,NA,NA
Curacao,CUW,2004,NA,NA,NA,NA
Curacao,CUW,2005,NA,NA,NA,NA
Curacao,CUW,2006,NA,NA,NA,NA
Curacao,CUW,2007,NA,NA,NA,NA
Curacao,CUW,2008,NA,NA,NA,NA
Curacao,CUW,2009,NA,NA,NA,NA
Curacao,CUW,2010,NA,NA,NA,NA
Cyprus,CYP,2000,13424.185893588001,59.4,740.2101191642,5.4
Cyprus,CYP,2001,13795.889511172,60.8,771.8706421236,4.9
Cyprus,CYP,2002,14863.8836595301,60.7,879.8977850292,4.6
Cyprus,CYP,2003,18435.1916329569,61.7,1222.1414556201,4.3
Cyprus,CYP,2004,21388.9239241775,61.9,1324.3896588964,4.1
Cyprus,CYP,2005,22427.7746307115,61.4,1392.1731868807,3.9
Cyprus,CYP,2006,23848.326647305,61.6,1454.516083819,3.8
Cyprus,CYP,2007,27852.7891693372,62.1,1662.8842811496,3.6
Cyprus,CYP,2008,31991.8923888523,62.1,1908.667388171,3.5
Cyprus,CYP,2009,31298.437480409,62.3,NA,3.3
Cyprus,CYP,2010,NA,NA,NA,3.2
Czech Republic,CZE,2000,5521.1894260407,60,361.6126546716,5.4
Czech Republic,CZE,2001,6048.7405548972,59.6,405.0221651878,5.1
Czech Republic,CZE,2002,7376.4975682201,59.5,522.4438666168,4.8
Czech Republic,CZE,2003,8950.1795579122,59.2,665.512200839,4.6
Czech Republic,CZE,2004,10720.8992866377,58.9,769.8457020836,4.4
Czech Republic,CZE,2005,12167.9038133509,59.3,879.6889634838,4.2
Czech Republic,CZE,2006,13887.3023932354,59.2,965.2568539633,3.9
Czech Republic,CZE,2007,16858.1620476826,58.8,1134.13036975,3.7
Czech Republic,CZE,2008,20728.8638353825,58.5,1468.6464716067,3.5
Czech Republic,CZE,2009,18136.8450606611,57.9,1383.6514363709,3.3
Czech Republic,CZE,2010,18256.526506592,NA,NA,3.1
Denmark,DNK,2000,29992.9406013154,65.8,2474.108280429,4.6
Denmark,DNK,2001,29967.0783507334,66,2560.6124406963,4.5
Denmark,DNK,2002,32354.4066003344,66.2,2831.3722437889,4.4
Denmark,DNK,2003,39468.1619496481,65.6,3661.820662611,4.4
Denmark,DNK,2004,45310.12000173,66.1,4274.6853030536,4.3
Denmark,DNK,2005,47576.9170839494,65.9,4503.5802205047,4.1
Denmark,DNK,2006,50462.2335756077,66.3,4835.1828352241,3.9
Denmark,DNK,2007,57021.1731779507,65.9,5531.7014795617,3.8
Denmark,DNK,2008,62156.9943141833,66.1,6133.3617721231,3.6
Denmark,DNK,2009,55933.3544723908,65.4,6272.7286815712,3.4
Denmark,DNK,2010,55987.9220427744,NA,NA,3.3
Djibouti,DJI,2000,753.1196451252,68.8,43.8803015652,83.1
Djibouti,DJI,2001,763.6264491921,69,41.5537124722,82.1
Djibouti,DJI,2002,772.4228025468,69.2,42.579354335,81.1
Djibouti,DJI,2003,797.8614046419,69.3,48.8924489755,80
Djibouti,DJI,2004,839.1586414881,69.4,45.580662498,78.8
Djibouti,DJI,2005,876.8834414771,69.6,59.9081429963,77.9
Djibouti,DJI,2006,933.4593739244,69.7,60.5261450325,76.8
Djibouti,DJI,2007,1010.0850543247,69.9,70.6849628287,75.7
Djibouti,DJI,2008,1148.308885941,70,80.0482030258,75.4
Djibouti,DJI,2009,1202.919901334,70.1,84.45174367,74.1
Djibouti,DJI,2010,NA,NA,NA,73
Dominica,DMA,2000,3892.0464731555,NA,236.6948904919,12.9
Dominica,DMA,2001,3832.445564984,NA,241.4665029273,12.8
Dominica,DMA,2002,3677.5162126758,NA,243.4815459004,12.6
Dominica,DMA,2003,3798.169489762,NA,248.2331160473,12.4
Dominica,DMA,2004,4128.3962754408,NA,253.0085437219,12.2
Dominica,DMA,2005,4341.7563374038,NA,266.7692300935,12.1
Dominica,DMA,2006,4594.7490430751,NA,284.8831930857,12
Dominica,DMA,2007,5032.0990540764,NA,315.0817146203,11.8
Dominica,DMA,2008,5493.3643718691,NA,336.829840706,11.6
Dominica,DMA,2009,5532.0536519559,NA,361.2918805492,11.5
Dominica,DMA,2010,5649.327471427,NA,NA,11.3
Dominican Republic,DOM,2000,2792.9176957772,64.8,170.0683977623,32.9
Dominican Republic,DOM,2001,2852.8738367457,64.9,169.3188026433,31.6
Dominican Republic,DOM,2002,2998.659564055,64.9,173.385336828,30.4
Dominican Republic,DOM,2003,2364.32148386,65,128.9277330109,29.4
Dominican Republic,DOM,2004,2413.9449176372,65.1,122.5400283424,28.2
Dominican Republic,DOM,2005,3670.4505390382,65.1,192.809276024,27.1
Dominican Republic,DOM,2006,3825.468751214,65.2,205.0070162062,26.2
Dominican Republic,DOM,2007,4334.3334292806,65.2,224.4325837075,25.2
Dominican Republic,DOM,2008,4707.589593381,65.2,261.329145798,24.1
Dominican Republic,DOM,2009,4756.3591278728,65.1,270.6475982346,23.2
Dominican Republic,DOM,2010,5195.4464710533,NA,NA,22.3
Ecuador,ECU,2000,1291.3416130102,59.3,53.7321009164,26.7
Ecuador,ECU,2001,1692.9525135205,60,78.7588565385,25.6
Ecuador,ECU,2002,1950.2366767274,60.3,97.3323978385,24.6
Ecuador,ECU,2003,2204.7987864483,60.7,109.6246504355,23.7
Ecuador,ECU,2004,2471.2354252283,60.9,129.8713806572,22.6
Ecuador,ECU,2005,2769.6878136079,61.1,146.9279350571,21.7
Ecuador,ECU,2006,3057.6167759603,61.5,166.4207055982,20.7
Ecuador,ECU,2007,3285.5246686919,61.9,185.1718922543,19.9
Ecuador,ECU,2008,3856.4062506669,62.1,215.8970743743,19.1
Ecuador,ECU,2009,3647.6989974313,62.3,255.4997949109,18.2
Ecuador,ECU,2010,4072.6624932534,NA,NA,17.6
"Egypt, Arab Rep.",EGY,2000,1475.8444095689,48.9,75.7839560863,37
"Egypt, Arab Rep.",EGY,2001,1417.2564553875,48.7,72.9886353671,34.6
"Egypt, Arab Rep.",EGY,2002,1251.8865873467,48.5,70.8630683922,32.4
"Egypt, Arab Rep.",EGY,2003,1159.7971751569,48.3,55.8882666309,30.3
"Egypt, Arab Rep.",EGY,2004,1082.3692480493,48.2,56.6130061723,28.4
"Egypt, Arab Rep.",EGY,2005,1208.6501223588,48,63.3880735625,26.5
"Egypt, Arab Rep.",EGY,2006,1422.3400159885,48.1,72.3376387568,24.7
"Egypt, Arab Rep.",EGY,2007,1695.7399115112,47.8,81.3351583156,22.9
"Egypt, Arab Rep.",EGY,2008,2079.0284346347,47.8,97.2638570159,21.5
"Egypt, Arab Rep.",EGY,2009,2370.7111103535,48.8,113.297174278,20
"Egypt, Arab Rep.",EGY,2010,2698.5887074956,NA,NA,18.6
El Salvador,SLV,2000,2211.0224589478,60.9,176.3909308789,28
El Salvador,SLV,2001,2315.2332489238,60.3,180.8275573161,26.2
El Salvador,SLV,2002,2389.1354928908,59.7,183.0601635166,24.5
El Salvador,SLV,2003,2504.2260801864,61,182.8721447314,22.8
El Salvador,SLV,2004,2620.4752129448,59.6,189.2766738985,21.3
El Salvador,SLV,2005,2821.2814351444,60.1,201.5158667543,19.9
El Salvador,SLV,2006,3070.8107532373,60.5,203.0023498352,18.6
El Salvador,SLV,2007,3339.9673620213,60.6,207.474960949,17.3
El Salvador,SLV,2008,3606.5483908648,60.8,216.925256484,16.1
El Salvador,SLV,2009,3425.1706416913,59.9,228.5718921638,15
El Salvador,SLV,2010,3519.4163757178,NA,NA,13.9
Equatorial Guinea,GNQ,2000,2410.206075055,62.8,42.4052665177,97.9
Equatorial Guinea,GNQ,2001,3231.8108192828,63.1,61.4137994561,96
Equatorial Guinea,GNQ,2002,3872.0202678412,63.4,144.0467500351,94.1
Equatorial Guinea,GNQ,2003,5161.4792408207,63.7,124.1032437126,92.4
Equatorial Guinea,GNQ,2004,8885.8861796902,64,188.3148549396,90.8
Equatorial Guinea,GNQ,2005,13521.0977143261,64.3,229.0635736037,89.2
Equatorial Guinea,GNQ,2006,15346.0183408864,64.5,272.5186287879,87.3
Equatorial Guinea,GNQ,2007,19528.2381939686,64.7,348.2243571823,85.5
Equatorial Guinea,GNQ,2008,27816.1683206012,64.9,544.9583175785,84.1
Equatorial Guinea,GNQ,2009,17944.404478084,65.5,709.407129648,82.4
Equatorial Guinea,GNQ,2010,19997.8375965844,NA,NA,80.5
Eritrea,ERI,2000,172.7571562253,68.4,9.1138919678,60.4
Eritrea,ERI,2001,180.3541142699,68.7,9.1909249669,58.2
Eritrea,ERI,2002,169.9760056181,69.2,7.4834289853,56
Eritrea,ERI,2003,209.9222115489,69.8,7.7230887269,54.1
Eritrea,ERI,2004,256.8225939372,70.2,8.2028377462,52.1
Eritrea,ERI,2005,244.8407164786,70.6,7.8595810537,50.4
Eritrea,ERI,2006,260.703720744,70.9,8.4383133086,48.6
Eritrea,ERI,2007,274.6622872643,71.2,9.0738577329,47
Eritrea,ERI,2008,278.9604332404,71.4,9.6017428711,45.4
Eritrea,ERI,2009,364.2048206285,72.6,10.121322388,43.7
Eritrea,ERI,2010,402.9574968234,NA,NA,42.3
Estonia,EST,2000,4144.3812080649,58.5,219.68079334909999,10.1
Estonia,EST,2001,4574.5126118837,58.3,222.6143746764,9.3
Estonia,EST,2002,5391.0319926396,56.9,261.8994955957,8.6
Estonia,EST,2003,7273.8851852438,58.6,363.7758630287,7.9
Estonia,EST,2004,8918.7001767621,58.6,445.6779953808,7.3
Estonia,EST,2005,10328.5938157068,58.5,516.430337598,6.7
Estonia,EST,2006,12358.9539872467,60.4,627.9032449284,6.1
Estonia,EST,2007,15938.2581141633,60.6,847.4649782194,5.6
Estonia,EST,2008,17541.3036028717,61.5,1073.9033403318,5.2
Estonia,EST,2009,14238.8816907481,61.2,1004.4254978437,4.8
Estonia,EST,2010,13939.4348910709,NA,NA,4.3
Ethiopia,ETH,2000,124.7300409645,81.7,5.3228141317,87.2
Ethiopia,ETH,2001,121.3690579313,82.4,5.6572776485,84.7
Ethiopia,ETH,2002,112.8255093299,83,5.3018297341,82.7
Ethiopia,ETH,2003,120.8773538534,83.6,5.9154875197,80.6
Ethiopia,ETH,2004,138.6245475445,84.1,5.97410158,78.5
Ethiopia,ETH,2005,165.7145926325,84.6,6.7652845778,76.7
Ethiopia,ETH,2006,199.5500316963,84.5,8.2611948337,74.8
Ethiopia,ETH,2007,251.5840751909,84.3,11.663644802,73
Ethiopia,ETH,2008,335.3513204439,84.2,13.8231629406,71.2
Ethiopia,ETH,2009,393.6831563668,85.4,14.6807599896,69.5
Ethiopia,ETH,2010,358.2540522513,NA,NA,67.8
Faeroe Islands,FRO,2000,23224.0986344016,NA,NA,NA
Faeroe Islands,FRO,2001,24912.6319802144,NA,NA,NA
Faeroe Islands,FRO,2002,27020.405577162,NA,NA,NA
Faeroe Islands,FRO,2003,31320.8181445112,NA,NA,NA
Faeroe Islands,FRO,2004,35145.5270846963,NA,NA,NA
Faeroe Islands,FRO,2005,35867.509954535,NA,NA,NA
Faeroe Islands,FRO,2006,40642.2939404303,NA,NA,NA
Faeroe Islands,FRO,2007,46904.181018122,NA,NA,NA
Faeroe Islands,FRO,2008,49650.3836209383,NA,NA,NA
Faeroe Islands,FRO,2009,45205.9305354907,NA,NA,NA
Faeroe Islands,FRO,2010,NA,NA,NA,NA
Fiji,FJI,2000,2074.7473180259,59,84.5876242051,19.2
Fiji,FJI,2001,2037.4853894341,59,69.7393031089,18.7
Fiji,FJI,2002,2257.2708799954,58.9,81.2035384785,18.3
Fiji,FJI,2003,2833.5069692215,59,99.3692242443,17.8
Fiji,FJI,2004,3329.8749275738,58.9,127.1635558788,17.3
Fiji,FJI,2005,3655.3571803691,59,129.705171021,16.9
Fiji,FJI,2006,3747.4970499585,58.9,127.4779665593,16.4
Fiji,FJI,2007,4046.4471524132,59,151.3063325599,16
Fiji,FJI,2008,4225.9226736956,59,153.7361605228,15.6
Fiji,FJI,2009,3314.2707296826,58.7,130.410018531,15.4
Fiji,FJI,2010,3496.8218199897,NA,NA,14.9
Finland,FIN,2000,23514.4606327981,63.2,1691.6675665798,3.5
Finland,FIN,2001,24009.6528233985,63.3,1774.4669116752,3.4
Finland,FIN,2002,25974.8450270858,63.3,2027.3241199827,3.3
Finland,FIN,2003,31484.0871652783,62.8,2555.562777742,3.2
Finland,FIN,2004,36134.830668147,62,2954.0104666365,3.1
Finland,FIN,2005,37289.8770219551,60.6,3158.1083819483,3
Finland,FIN,2006,39457.9923106058,61.1,3290.4911544631,2.9
Finland,FIN,2007,46505.0461796809,61.3,3800.7102954351,2.8
Finland,FIN,2008,50905.0104937797,61.5,4480.5292895524,2.6
Finland,FIN,2009,44576.7269727482,60.9,4309.6039626699,2.5
Finland,FIN,2010,44522.3834674674,NA,NA,2.4
France,FRA,2000,21828.2931755864,55.2,2184.25699621,4.4
France,FRA,2001,21867.0898871392,54.9,2219.8732012428,4.3
France,FRA,2002,23555.0747977621,55.2,2484.7225475889,4.1
France,FRA,2003,28870.294384827,55.9,3133.2156374902,4
France,FRA,2004,32873.71998966,56,3593.3397955495,3.9
France,FRA,2005,33912.902730219,56.1,3801.8508908102,3.8
France,FRA,2006,35558.0029343918,56.1,3933.0898468155,3.7
France,FRA,2007,40459.7269376889,56.2,4474.4148261678,3.7
France,FRA,2008,44117.037429113,56.3,4965.8180602649,3.6
France,FRA,2009,40663.0502433953,56.1,4797.9655563524,3.5
France,FRA,2010,39459.5473963503,NA,NA,3.4
French Polynesia,PYF,2000,14507.5414619778,58.9,NA,NA
French Polynesia,PYF,2001,NA,58.4,NA,NA
French Polynesia,PYF,2002,NA,57.8,NA,NA
French Polynesia,PYF,2003,NA,57.4,NA,NA
French Polynesia,PYF,2004,NA,57.1,NA,NA
French Polynesia,PYF,2005,NA,57,NA,NA
French Polynesia,PYF,2006,NA,57,NA,NA
French Polynesia,PYF,2007,NA,57.1,NA,NA
French Polynesia,PYF,2008,NA,57.3,NA,NA
French Polynesia,PYF,2009,NA,57.3,NA,NA
French Polynesia,PYF,2010,NA,NA,NA,NA
Gabon,GAB,2000,4102.6031343986,73.7,102.5200105018,63.4
Gabon,GAB,2001,3730.9770943045,73.8,106.7812941598,62.7
Gabon,GAB,2002,3821.2952967473,74.1,122.431892896,61.9
Gabon,GAB,2003,4595.7950471083,74.3,153.7031095985,61.1
Gabon,GAB,2004,5340.195356727,74.5,160.2430526752,60.1
Gabon,GAB,2005,6321.992869677,74.7,164.4024610789,59.2
Gabon,GAB,2006,6832.2641520721,74.9,191.1153653073,58.3
Gabon,GAB,2007,8127.6727306714,74.9,233.978134121,57
Gabon,GAB,2008,10020.4899707983,75,263.7237196221,56.1
Gabon,GAB,2009,7411.1838844101,75.5,266.2645405194,55.2
Gabon,GAB,2010,8642.803705167,NA,NA,54.4
"Gambia, The",GMB,2000,324.4929281075,78.2,18.6865928743,66.1
"Gambia, The",GMB,2001,312.8920970217,78.2,17.9845999574,65.1
"Gambia, The",GMB,2002,268.6936940134,78.3,15.5530428691,64
"Gambia, The",GMB,2003,258.9698043747,78.2,14.9224912451,63.2
"Gambia, The",GMB,2004,274.4273343311,78.1,16.9604560004,62.2
"Gambia, The",GMB,2005,306.6031231112,78.1,18.4874246862,61.2
"Gambia, The",GMB,2006,328.5176301457,78,21.4224366319,60.4
"Gambia, The",GMB,2007,409.043774192,77.9,21.8961748641,59.4
"Gambia, The",GMB,2008,502.3618921129,77.8,27.0946300418,58.6
"Gambia, The",GMB,2009,436.1471957367,77.8,25.628799251,57.8
"Gambia, The",GMB,2010,466.6319992724,NA,NA,56.9
Georgia,GEO,2000,691.997705192,63.6,45.0185704536,29.3
Georgia,GEO,2001,733.9704137901,66,53.6447332524,28.1
Georgia,GEO,2002,779.3845906366,63.9,64.0329760101,27
Georgia,GEO,2003,922.0297396153,65.2,73.9345354396,26
Georgia,GEO,2004,1186.9865345521,63.9,96.6228069646,25.1
Georgia,GEO,2005,1470.0407634659,63.7,123.3316588338,24.2
Georgia,GEO,2006,1761.1190808805,63.6,147.6673182657,23.2
Georgia,GEO,2007,2318.1272613217,63.6,190.4008320885,22.3
Georgia,GEO,2008,2918.7773969936,63.7,257.9968640353,21.4
Georgia,GEO,2009,2441.0104960935,63.7,255.6273656619,20.5
Georgia,GEO,2010,2620.2338357248,NA,NA,20
Germany,DEU,2000,23114.233264068,58.2,2366.0511015422,4.4
Germany,DEU,2001,22967.351089186,58.1,2390.3008764456,4.3
Germany,DEU,2002,24445.1539293041,57.9,2605.9425828202,4.2
Germany,DEU,2003,29587.8677216929,58,3180.3112830998,4.1
Germany,DEU,2004,33268.7792108792,57.6,3499.0736060168,4
Germany,DEU,2005,33811.205035665,58.9,3635.0956861578,3.9
Germany,DEU,2006,35429.4844117296,59.2,3724.4773139873,3.8
Germany,DEU,2007,40467.8744410171,59.6,4221.1451592619,3.7
Germany,DEU,2008,44264.0561699519,59.8,4720.3808746809,3.6
Germany,DEU,2009,40658.5822724772,59.8,4628.769199465,3.5
Germany,DEU,2010,40508.8681642378,NA,NA,3.4
Ghana,GHA,2000,259.7110113138,74.6,18.4360780591,64
Ghana,GHA,2001,270.430248573,74.6,18.5757095373,62.5
Ghana,GHA,2002,306.2273447523,74.6,19.6394363762,61
Ghana,GHA,2003,369.9094185735,74.6,24.0084757148,59.4
Ghana,GHA,2004,420.0714688126,74.5,25.9717994997,57.9
Ghana,GHA,2005,495.3993577114,74.5,35.0089910103,56.6
Ghana,GHA,2006,919.6123467414,74.5,40.4016455101,55.1
Ghana,GHA,2007,1084.5387168886,74.4,52.9840767033,53.8
Ghana,GHA,2008,1226.2167548654,74.4,55.4465907761,52.5
Ghana,GHA,2009,1098.4257394514,74.6,45.0524516979,51.3
Ghana,GHA,2010,1283.4584495477,NA,NA,50
Gibraltar,GIB,2000,NA,NA,NA,NA
Gibraltar,GIB,2001,NA,NA,NA,NA
Gibraltar,GIB,2002,NA,NA,NA,NA
Gibraltar,GIB,2003,NA,NA,NA,NA
Gibraltar,GIB,2004,NA,NA,NA,NA
Gibraltar,GIB,2005,NA,NA,NA,NA
Gibraltar,GIB,2006,NA,NA,NA,NA
Gibraltar,GIB,2007,NA,NA,NA,NA
Gibraltar,GIB,2008,NA,NA,NA,NA
Gibraltar,GIB,2009,NA,NA,NA,NA
Gibraltar,GIB,2010,NA,NA,NA,NA
Greece,GRC,2000,11500.6667127285,53,918.0610098,6.6
Greece,GRC,2001,11966.399092674,52.1,1049.3324672853,6.2
Greece,GRC,2002,13414.1589461642,52.5,1221.4188398612,5.7
Greece,GRC,2003,17654.7589165779,52.9,1567.3438051222,5.3
Greece,GRC,2004,20796.0184559123,53.7,1791.572828403,4.9
Greece,GRC,2005,21818.8478918202,53.6,2095.6966175556,4.6
Greece,GRC,2006,23776.5481869028,54,2275.7198072995,4.3
